Metadata_pert_name	mp_value	cell_line	barcode_control	num_permutations
POLR2D-2	0.0	A549	cutting_control	10
PPIB-1	0.0	A549	cutting_control	10
PPIB-2	0.0	A549	cutting_control	10
PRDX1-1	0.6	A549	cutting_control	10
PRDX1-2	0.7	A549	cutting_control	10
PSMA1-1	0.0	A549	cutting_control	10
PSMA1-2	0.0	A549	cutting_control	10
PTK2-1	0.0	A549	cutting_control	10
PTK2-2	0.0	A549	cutting_control	10
RAC1-1	0.1	A549	cutting_control	10
RAC1-2	0.0	A549	cutting_control	10
RAF1-1	0.2	A549	cutting_control	10
RAF1-2	0.0	A549	cutting_control	10
RHOA-1	0.0	A549	cutting_control	10
RHOA-2	0.0	A549	cutting_control	10
SDHB-1	0.1	A549	cutting_control	10
SDHB-2	0.0	A549	cutting_control	10
SLC2A1-1	0.0	A549	cutting_control	10
SLC2A2-2	0.1	A549	cutting_control	10
SMARCB1-1	0.1	A549	cutting_control	10
SMARCB1-2	0.1	A549	cutting_control	10
STAT3-1	0.7	A549	cutting_control	10
STAT3-2	0.5	A549	cutting_control	10
SUZ12-1	0.0	A549	cutting_control	10
SUZ12-2	0.0	A549	cutting_control	10
TXN-1	0.1	A549	cutting_control	10
TXN-2	0.9	A549	cutting_control	10
XBP-1	0.2	A549	cutting_control	10
XBP-2	0.3	A549	cutting_control	10
YAP1-1	0.0	A549	cutting_control	10
YAP1-2	0.1	A549	cutting_control	10
AKT1-1	0.09	A549	cutting_control	100
AKT1-2	0.09	A549	cutting_control	100
ARID1B-1	0.09	A549	cutting_control	100
ARID1B-2	0.16	A549	cutting_control	100
ATF4-1	0.0	A549	cutting_control	100
ATF4-2	0.0	A549	cutting_control	100
ATP50-1	0.32	A549	cutting_control	100
ATP50-2	0.01	A549	cutting_control	100
AURKB-2	0.56	A549	cutting_control	100
BCL2-1	0.57	A549	cutting_control	100
BCL2-2	0.23	A549	cutting_control	100
BCL2L2-1	0.19	A549	cutting_control	100
BCL2L2-2	0.28	A549	cutting_control	100
BCL2L2-4	0.25	A549	cutting_control	100
BRAF-2	0.11	A549	cutting_control	100
BRAF1-1	0.29	A549	cutting_control	100
BRCA1-1	0.08	A549	cutting_control	100
BRCA1-2	0.18	A549	cutting_control	100
BRD4-1	0.05	A549	cutting_control	100
BRD4-2	0.0	A549	cutting_control	100
CCND1-1	0.02	A549	cutting_control	100
CCND1-2	0.0	A549	cutting_control	100
CCNE1-1	0.0	A549	cutting_control	100
CCNE1-2	0.0	A549	cutting_control	100
CDK2-1	0.08	A549	cutting_control	100
CDK2-2	0.0	A549	cutting_control	100
CDK4-1	0.02	A549	cutting_control	100
CDK4-2	0.02	A549	cutting_control	100
CDK4-3	0.01	A549	cutting_control	100
CHEK2-1	0.16	A549	cutting_control	100
CHEK2-2	0.24	A549	cutting_control	100
COX5B-1	0.17	A549	cutting_control	100
COX5B-2	0.0	A549	cutting_control	100
CSNK1A1-1	0.0	A549	cutting_control	100
CSNK1A1-2	0.0	A549	cutting_control	100
CTNNB1-1	0.0	A549	cutting_control	100
CTNNB1-2	0.23	A549	cutting_control	100
Chr2-1	0.04	A549	cutting_control	100
Chr2-2	0.66	A549	cutting_control	100
Chr2-3	0.21	A549	cutting_control	100
Chr2-4	0.52	A549	cutting_control	100
Chr2-5	0.81	A549	cutting_control	100
Chr2-6	0.34	A549	cutting_control	100
DOT1L-1	0.08	A549	cutting_control	100
DOT1L-2	0.13	A549	cutting_control	100
EGFR-1	0.16	A549	cutting_control	100
EGFR-2	0.0	A549	cutting_control	100
EGLN1-8	0.17	A549	cutting_control	100
EGLN1-9	0.0	A549	cutting_control	100
EMPTY	0.01	A549	cutting_control	100
ERBB2-1	0.01	A549	cutting_control	100
ERBB2-2	0.02	A549	cutting_control	100
ERBB3-1	0.12	A549	cutting_control	100
ERBB3-2	0.24	A549	cutting_control	100
EZH2-1	0.06	A549	cutting_control	100
EZH2-2	0.42	A549	cutting_control	100
GLS-1	0.09	A549	cutting_control	100
GLS-2	0.0	A549	cutting_control	100
GPX4-1	0.25	A549	cutting_control	100
GPX4-2	0.18	A549	cutting_control	100
HIF1a-1	0.03	A549	cutting_control	100
HIF1a-2	0.06	A549	cutting_control	100
ITGAV-1	0.0	A549	cutting_control	100
ITGAV-2	0.0	A549	cutting_control	100
JAK3-1	0.09	A549	cutting_control	100
JAK3-2	0.03	A549	cutting_control	100
KIF11-1	0.0	A549	cutting_control	100
KIF11-2	0.0	A549	cutting_control	100
KRAS-1	0.0	A549	cutting_control	100
KRAS-2A	0.0	A549	cutting_control	100
KRAS-2B	0.06	A549	cutting_control	100
LacZ-2	0.39	A549	cutting_control	100
LacZ-3	0.01	A549	cutting_control	100
Luc-1	0.07	A549	cutting_control	100
Luc-2	0.02	A549	cutting_control	100
MAPK1-1	0.09	A549	cutting_control	100
MAPK1-2	0.01	A549	cutting_control	100
MCL1-2	0.79	A549	cutting_control	100
MCL1-5	0.09	A549	cutting_control	100
MTOR-1	0.01	A549	cutting_control	100
MTOR-2	0.0	A549	cutting_control	100
MYC-1	0.0	A549	cutting_control	100
MYC-2	0.0	A549	cutting_control	100
ORC4-1	0.1	A549	cutting_control	100
ORC4-2	0.03	A549	cutting_control	100
PIK3CA-1	0.03	A549	cutting_control	100
PIK3CA-2	0.03	A549	cutting_control	100
POLR2D-1	0.0	A549	cutting_control	100
POLR2D-2	0.0	A549	cutting_control	100
PPIB-1	0.02	A549	cutting_control	100
PPIB-2	0.0	A549	cutting_control	100
PRDX1-1	0.45	A549	cutting_control	100
PRDX1-2	0.51	A549	cutting_control	100
PSMA1-1	0.0	A549	cutting_control	100
PSMA1-2	0.0	A549	cutting_control	100
PTK2-1	0.0	A549	cutting_control	100
PTK2-2	0.0	A549	cutting_control	100
RAC1-1	0.05	A549	cutting_control	100
RAC1-2	0.06	A549	cutting_control	100
RAF1-1	0.12	A549	cutting_control	100
RAF1-2	0.03	A549	cutting_control	100
RHOA-1	0.0	A549	cutting_control	100
RHOA-2	0.01	A549	cutting_control	100
SDHB-1	0.11	A549	cutting_control	100
SDHB-2	0.01	A549	cutting_control	100
SLC2A1-1	0.0	A549	cutting_control	100
SLC2A2-2	0.06	A549	cutting_control	100
SMARCB1-1	0.03	A549	cutting_control	100
SMARCB1-2	0.02	A549	cutting_control	100
STAT3-1	0.54	A549	cutting_control	100
STAT3-2	0.71	A549	cutting_control	100
SUZ12-1	0.0	A549	cutting_control	100
SUZ12-2	0.0	A549	cutting_control	100
TXN-1	0.19	A549	cutting_control	100
TXN-2	0.74	A549	cutting_control	100
XBP-1	0.17	A549	cutting_control	100
XBP-2	0.24	A549	cutting_control	100
YAP1-1	0.18	A549	cutting_control	100
YAP1-2	0.12	A549	cutting_control	100
AKT1-1	0.127	A549	cutting_control	1000
AKT1-2	0.137	A549	cutting_control	1000
ARID1B-1	0.117	A549	cutting_control	1000
ARID1B-2	0.124	A549	cutting_control	1000
ATF4-1	0.0	A549	cutting_control	1000
ATF4-2	0.0	A549	cutting_control	1000
ATP50-1	0.301	A549	cutting_control	1000
ATP50-2	0.008	A549	cutting_control	1000
AURKB-2	0.497	A549	cutting_control	1000
BCL2-1	0.62	A549	cutting_control	1000
BCL2-2	0.311	A549	cutting_control	1000
BCL2L2-1	0.232	A549	cutting_control	1000
BCL2L2-2	0.277	A549	cutting_control	1000
BCL2L2-4	0.338	A549	cutting_control	1000
BRAF-2	0.113	A549	cutting_control	1000
BRAF1-1	0.291	A549	cutting_control	1000
BRCA1-1	0.093	A549	cutting_control	1000
BRCA1-2	0.144	A549	cutting_control	1000
BRD4-1	0.045	A549	cutting_control	1000
BRD4-2	0.0	A549	cutting_control	1000
CCND1-1	0.037	A549	cutting_control	1000
CCND1-2	0.0	A549	cutting_control	1000
CCNE1-1	0.0	A549	cutting_control	1000
CCNE1-2	0.001	A549	cutting_control	1000
CDK2-1	0.057	A549	cutting_control	1000
CDK2-2	0.0	A549	cutting_control	1000
CDK4-1	0.0	A549	cutting_control	1000
CDK4-2	0.017	A549	cutting_control	1000
CDK4-3	0.002	A549	cutting_control	1000
CHEK2-1	0.144	A549	cutting_control	1000
CHEK2-2	0.174	A549	cutting_control	1000
COX5B-1	0.172	A549	cutting_control	1000
COX5B-2	0.0	A549	cutting_control	1000
CSNK1A1-1	0.0	A549	cutting_control	1000
CSNK1A1-2	0.0	A549	cutting_control	1000
CTNNB1-1	0.001	A549	cutting_control	1000
CTNNB1-2	0.174	A549	cutting_control	1000
Chr2-1	0.036	A549	cutting_control	1000
Chr2-2	0.718	A549	cutting_control	1000
Chr2-3	0.285	A549	cutting_control	1000
Chr2-4	0.511	A549	cutting_control	1000
Chr2-5	0.795	A549	cutting_control	1000
Chr2-6	0.277	A549	cutting_control	1000
DOT1L-1	0.084	A549	cutting_control	1000
DOT1L-2	0.081	A549	cutting_control	1000
EGFR-1	0.118	A549	cutting_control	1000
EGFR-2	0.0	A549	cutting_control	1000
EGLN1-8	0.113	A549	cutting_control	1000
EGLN1-9	0.016	A549	cutting_control	1000
EMPTY	0.0	A549	cutting_control	1000
ERBB2-1	0.035	A549	cutting_control	1000
ERBB2-2	0.012	A549	cutting_control	1000
ERBB3-1	0.128	A549	cutting_control	1000
ERBB3-2	0.211	A549	cutting_control	1000
EZH2-1	0.08	A549	cutting_control	1000
EZH2-2	0.397	A549	cutting_control	1000
GLS-1	0.1	A549	cutting_control	1000
GLS-2	0.0	A549	cutting_control	1000
GPX4-1	0.202	A549	cutting_control	1000
GPX4-2	0.148	A549	cutting_control	1000
HIF1a-1	0.054	A549	cutting_control	1000
HIF1a-2	0.148	A549	cutting_control	1000
ITGAV-1	0.0	A549	cutting_control	1000
ITGAV-2	0.0	A549	cutting_control	1000
JAK3-1	0.1	A549	cutting_control	1000
JAK3-2	0.014	A549	cutting_control	1000
KIF11-1	0.0	A549	cutting_control	1000
KIF11-2	0.0	A549	cutting_control	1000
KRAS-1	0.003	A549	cutting_control	1000
KRAS-2A	0.0	A549	cutting_control	1000
KRAS-2B	0.035	A549	cutting_control	1000
LacZ-2	0.337	A549	cutting_control	1000
LacZ-3	0.024	A549	cutting_control	1000
Luc-1	0.049	A549	cutting_control	1000
Luc-2	0.01	A549	cutting_control	1000
MAPK1-1	0.082	A549	cutting_control	1000
MAPK1-2	0.007	A549	cutting_control	1000
MCL1-2	0.841	A549	cutting_control	1000
MCL1-5	0.079	A549	cutting_control	1000
MTOR-1	0.001	A549	cutting_control	1000
MTOR-2	0.002	A549	cutting_control	1000
MYC-1	0.0	A549	cutting_control	1000
MYC-2	0.0	A549	cutting_control	1000
ORC4-1	0.182	A549	cutting_control	1000
ORC4-2	0.076	A549	cutting_control	1000
PIK3CA-1	0.023	A549	cutting_control	1000
PIK3CA-2	0.037	A549	cutting_control	1000
POLR2D-1	0.0	A549	cutting_control	1000
POLR2D-2	0.0	A549	cutting_control	1000
PPIB-1	0.027	A549	cutting_control	1000
PPIB-2	0.003	A549	cutting_control	1000
PRDX1-1	0.514	A549	cutting_control	1000
PRDX1-2	0.597	A549	cutting_control	1000
PSMA1-1	0.0	A549	cutting_control	1000
PSMA1-2	0.0	A549	cutting_control	1000
PTK2-1	0.0	A549	cutting_control	1000
PTK2-2	0.0	A549	cutting_control	1000
RAC1-1	0.049	A549	cutting_control	1000
RAC1-2	0.064	A549	cutting_control	1000
RAF1-1	0.116	A549	cutting_control	1000
RAF1-2	0.04	A549	cutting_control	1000
RHOA-1	0.02	A549	cutting_control	1000
RHOA-2	0.01	A549	cutting_control	1000
SDHB-1	0.096	A549	cutting_control	1000
SDHB-2	0.01	A549	cutting_control	1000
SLC2A1-1	0.0	A549	cutting_control	1000
SLC2A2-2	0.091	A549	cutting_control	1000
SMARCB1-1	0.025	A549	cutting_control	1000
SMARCB1-2	0.049	A549	cutting_control	1000
STAT3-1	0.533	A549	cutting_control	1000
STAT3-2	0.739	A549	cutting_control	1000
SUZ12-1	0.004	A549	cutting_control	1000
SUZ12-2	0.001	A549	cutting_control	1000
TXN-1	0.222	A549	cutting_control	1000
TXN-2	0.716	A549	cutting_control	1000
XBP-1	0.214	A549	cutting_control	1000
XBP-2	0.256	A549	cutting_control	1000
YAP1-1	0.135	A549	cutting_control	1000
YAP1-2	0.128	A549	cutting_control	1000
AKT1-1	0.1208	A549	cutting_control	5000
AKT1-2	0.12	A549	cutting_control	5000
ARID1B-1	0.1032	A549	cutting_control	5000
ARID1B-2	0.1232	A549	cutting_control	5000
ATF4-1	0.0	A549	cutting_control	5000
ATF4-2	0.0	A549	cutting_control	5000
ATP50-1	0.2942	A549	cutting_control	5000
ATP50-2	0.0064	A549	cutting_control	5000
AURKB-2	0.501	A549	cutting_control	5000
BCL2-1	0.616	A549	cutting_control	5000
BCL2-2	0.335	A549	cutting_control	5000
BCL2L2-1	0.2484	A549	cutting_control	5000
BCL2L2-2	0.3102	A549	cutting_control	5000
BCL2L2-4	0.3046	A549	cutting_control	5000
BRAF-2	0.1136	A549	cutting_control	5000
BRAF1-1	0.276	A549	cutting_control	5000
BRCA1-1	0.0928	A549	cutting_control	5000
BRCA1-2	0.1416	A549	cutting_control	5000
BRD4-1	0.0466	A549	cutting_control	5000
BRD4-2	0.0	A549	cutting_control	5000
CCND1-1	0.0338	A549	cutting_control	5000
CCND1-2	0.0	A549	cutting_control	5000
CCNE1-1	0.0	A549	cutting_control	5000
CCNE1-2	0.0014	A549	cutting_control	5000
CDK2-1	0.0524	A549	cutting_control	5000
CDK2-2	0.0	A549	cutting_control	5000
CDK4-1	0.0006	A549	cutting_control	5000
CDK4-2	0.0232	A549	cutting_control	5000
CDK4-3	0.0032	A549	cutting_control	5000
CHEK2-1	0.1346	A549	cutting_control	5000
CHEK2-2	0.1816	A549	cutting_control	5000
COX5B-1	0.1694	A549	cutting_control	5000
COX5B-2	0.0	A549	cutting_control	5000
CSNK1A1-1	0.0	A549	cutting_control	5000
CSNK1A1-2	0.0	A549	cutting_control	5000
CTNNB1-1	0.0	A549	cutting_control	5000
CTNNB1-2	0.1766	A549	cutting_control	5000
Chr2-1	0.0258	A549	cutting_control	5000
Chr2-2	0.707	A549	cutting_control	5000
Chr2-3	0.293	A549	cutting_control	5000
Chr2-4	0.4908	A549	cutting_control	5000
Chr2-5	0.817	A549	cutting_control	5000
Chr2-6	0.3126	A549	cutting_control	5000
DOT1L-1	0.075	A549	cutting_control	5000
DOT1L-2	0.0762	A549	cutting_control	5000
EGFR-1	0.097	A549	cutting_control	5000
EGFR-2	0.0002	A549	cutting_control	5000
EGLN1-8	0.1424	A549	cutting_control	5000
EGLN1-9	0.0152	A549	cutting_control	5000
EMPTY	0.0014	A549	cutting_control	5000
ERBB2-1	0.019	A549	cutting_control	5000
ERBB2-2	0.0088	A549	cutting_control	5000
ERBB3-1	0.1332	A549	cutting_control	5000
ERBB3-2	0.1878	A549	cutting_control	5000
EZH2-1	0.0666	A549	cutting_control	5000
EZH2-2	0.3946	A549	cutting_control	5000
GLS-1	0.1026	A549	cutting_control	5000
GLS-2	0.0002	A549	cutting_control	5000
GPX4-1	0.2296	A549	cutting_control	5000
GPX4-2	0.1338	A549	cutting_control	5000
HIF1a-1	0.0512	A549	cutting_control	5000
HIF1a-2	0.144	A549	cutting_control	5000
ITGAV-1	0.0	A549	cutting_control	5000
ITGAV-2	0.0	A549	cutting_control	5000
JAK3-1	0.0966	A549	cutting_control	5000
JAK3-2	0.0182	A549	cutting_control	5000
KIF11-1	0.0	A549	cutting_control	5000
KIF11-2	0.0	A549	cutting_control	5000
KRAS-1	0.002	A549	cutting_control	5000
KRAS-2A	0.0	A549	cutting_control	5000
KRAS-2B	0.0434	A549	cutting_control	5000
LacZ-2	0.3332	A549	cutting_control	5000
LacZ-3	0.026	A549	cutting_control	5000
Luc-1	0.0414	A549	cutting_control	5000
Luc-2	0.0066	A549	cutting_control	5000
MAPK1-1	0.0846	A549	cutting_control	5000
MAPK1-2	0.008	A549	cutting_control	5000
MCL1-2	0.8098	A549	cutting_control	5000
MCL1-5	0.0662	A549	cutting_control	5000
MTOR-1	0.0014	A549	cutting_control	5000
MTOR-2	0.0024	A549	cutting_control	5000
MYC-1	0.0	A549	cutting_control	5000
MYC-2	0.0	A549	cutting_control	5000
ORC4-1	0.1584	A549	cutting_control	5000
ORC4-2	0.0766	A549	cutting_control	5000
PIK3CA-1	0.0214	A549	cutting_control	5000
PIK3CA-2	0.0366	A549	cutting_control	5000
POLR2D-1	0.0	A549	cutting_control	5000
POLR2D-2	0.0	A549	cutting_control	5000
PPIB-1	0.022	A549	cutting_control	5000
PPIB-2	0.002	A549	cutting_control	5000
PRDX1-1	0.5124	A549	cutting_control	5000
PRDX1-2	0.6148	A549	cutting_control	5000
PSMA1-1	0.0	A549	cutting_control	5000
PSMA1-2	0.0	A549	cutting_control	5000
PTK2-1	0.0	A549	cutting_control	5000
PTK2-2	0.0002	A549	cutting_control	5000
RAC1-1	0.0632	A549	cutting_control	5000
RAC1-2	0.0524	A549	cutting_control	5000
RAF1-1	0.1208	A549	cutting_control	5000
RAF1-2	0.0456	A549	cutting_control	5000
RHOA-1	0.0144	A549	cutting_control	5000
RHOA-2	0.0118	A549	cutting_control	5000
SDHB-1	0.086	A549	cutting_control	5000
SDHB-2	0.0072	A549	cutting_control	5000
SLC2A1-1	0.0	A549	cutting_control	5000
SLC2A2-2	0.1016	A549	cutting_control	5000
SMARCB1-1	0.0324	A549	cutting_control	5000
SMARCB1-2	0.0394	A549	cutting_control	5000
STAT3-1	0.5344	A549	cutting_control	5000
STAT3-2	0.6966	A549	cutting_control	5000
SUZ12-1	0.0032	A549	cutting_control	5000
SUZ12-2	0.0016	A549	cutting_control	5000
TXN-1	0.21	A549	cutting_control	5000
TXN-2	0.7194	A549	cutting_control	5000
XBP-1	0.2116	A549	cutting_control	5000
XBP-2	0.2644	A549	cutting_control	5000
YAP1-1	0.129	A549	cutting_control	5000
YAP1-2	0.1214	A549	cutting_control	5000
AKT1-1	0.4	ES2	cutting_control	10
AKT1-2	0.1	ES2	cutting_control	10
ARID1B-1	0.2	ES2	cutting_control	10
ARID1B-2	0.5	ES2	cutting_control	10
ATF4-1	0.0	ES2	cutting_control	10
ATF4-2	0.0	ES2	cutting_control	10
ATP50-1	0.1	ES2	cutting_control	10
ATP50-2	0.2	ES2	cutting_control	10
AURKB-2	0.0	ES2	cutting_control	10
BCL2-1	0.3	ES2	cutting_control	10
BCL2-2	0.4	ES2	cutting_control	10
BCL2L2-1	0.0	ES2	cutting_control	10
BCL2L2-2	0.2	ES2	cutting_control	10
BCL2L2-4	0.2	ES2	cutting_control	10
BRAF-2	0.0	ES2	cutting_control	10
BRAF1-1	0.0	ES2	cutting_control	10
BRCA1-1	0.2	ES2	cutting_control	10
BRCA1-2	0.1	ES2	cutting_control	10
BRD4-1	0.0	ES2	cutting_control	10
BRD4-2	0.0	ES2	cutting_control	10
CCND1-1	0.0	ES2	cutting_control	10
CCND1-2	0.0	ES2	cutting_control	10
CCNE1-1	0.1	ES2	cutting_control	10
CCNE1-2	0.0	ES2	cutting_control	10
CDK2-1	0.0	ES2	cutting_control	10
CDK2-2	0.0	ES2	cutting_control	10
CDK4-1	0.0	ES2	cutting_control	10
CDK4-2	0.0	ES2	cutting_control	10
CDK4-3	0.0	ES2	cutting_control	10
CHEK2-1	0.0	ES2	cutting_control	10
CHEK2-2	0.3	ES2	cutting_control	10
COX5B-1	0.3	ES2	cutting_control	10
COX5B-2	0.1	ES2	cutting_control	10
CSNK1A1-1	0.0	ES2	cutting_control	10
CSNK1A1-2	0.0	ES2	cutting_control	10
CTNNB1-1	0.0	ES2	cutting_control	10
CTNNB1-2	0.0	ES2	cutting_control	10
Chr2-1	0.0	ES2	cutting_control	10
Chr2-2	0.1	ES2	cutting_control	10
Chr2-3	0.0	ES2	cutting_control	10
Chr2-4	1.0	ES2	cutting_control	10
Chr2-5	0.5	ES2	cutting_control	10
Chr2-6	0.4	ES2	cutting_control	10
DOT1L-1	0.4	ES2	cutting_control	10
DOT1L-2	0.1	ES2	cutting_control	10
EGFR-1	0.1	ES2	cutting_control	10
EGFR-2	0.1	ES2	cutting_control	10
EGLN1-8	0.0	ES2	cutting_control	10
EGLN1-9	0.0	ES2	cutting_control	10
EMPTY	0.0	ES2	cutting_control	10
ERBB2-1	0.0	ES2	cutting_control	10
ERBB2-2	0.5	ES2	cutting_control	10
ERBB3-1	0.0	ES2	cutting_control	10
ERBB3-2	0.0	ES2	cutting_control	10
EZH2-1	0.0	ES2	cutting_control	10
EZH2-2	0.0	ES2	cutting_control	10
GLS-1	0.2	ES2	cutting_control	10
GLS-2	0.0	ES2	cutting_control	10
GPX4-1	0.0	ES2	cutting_control	10
GPX4-2	0.0	ES2	cutting_control	10
HIF1a-1	0.0	ES2	cutting_control	10
HIF1a-2	0.1	ES2	cutting_control	10
ITGAV-1	0.0	ES2	cutting_control	10
ITGAV-2	0.0	ES2	cutting_control	10
JAK3-1	0.1	ES2	cutting_control	10
JAK3-2	0.0	ES2	cutting_control	10
KIF11-1	0.0	ES2	cutting_control	10
KIF11-2	0.0	ES2	cutting_control	10
KRAS-1	0.4	ES2	cutting_control	10
KRAS-2A	0.2	ES2	cutting_control	10
KRAS-2B	0.1	ES2	cutting_control	10
LacZ-2	0.2	ES2	cutting_control	10
LacZ-3	0.0	ES2	cutting_control	10
Luc-1	0.1	ES2	cutting_control	10
Luc-2	0.1	ES2	cutting_control	10
MAPK1-1	0.0	ES2	cutting_control	10
MAPK1-2	0.0	ES2	cutting_control	10
MCL1-2	0.0	ES2	cutting_control	10
MCL1-5	0.1	ES2	cutting_control	10
MTOR-1	0.0	ES2	cutting_control	10
MTOR-2	0.0	ES2	cutting_control	10
MYC-1	0.0	ES2	cutting_control	10
MYC-2	0.0	ES2	cutting_control	10
ORC4-1	0.0	ES2	cutting_control	10
ORC4-2	0.1	ES2	cutting_control	10
PIK3CA-1	0.4	ES2	cutting_control	10
PIK3CA-2	0.2	ES2	cutting_control	10
POLR2D-1	0.0	ES2	cutting_control	10
POLR2D-2	0.0	ES2	cutting_control	10
PPIB-1	0.0	ES2	cutting_control	10
PPIB-2	0.0	ES2	cutting_control	10
PRDX1-1	0.4	ES2	cutting_control	10
PRDX1-2	0.2	ES2	cutting_control	10
PSMA1-1	0.0	ES2	cutting_control	10
PSMA1-2	0.0	ES2	cutting_control	10
PTK2-1	0.1	ES2	cutting_control	10
PTK2-2	0.0	ES2	cutting_control	10
RAC1-1	0.3	ES2	cutting_control	10
RAC1-2	0.1	ES2	cutting_control	10
RAF1-1	0.4	ES2	cutting_control	10
RAF1-2	0.4	ES2	cutting_control	10
RHOA-1	0.0	ES2	cutting_control	10
RHOA-2	0.0	ES2	cutting_control	10
SDHB-1	0.0	ES2	cutting_control	10
SDHB-2	0.0	ES2	cutting_control	10
SLC2A1-1	0.0	ES2	cutting_control	10
SLC2A2-2	0.0	ES2	cutting_control	10
SMARCB1-1	0.0	ES2	cutting_control	10
SMARCB1-2	0.0	ES2	cutting_control	10
STAT3-1	0.1	ES2	cutting_control	10
STAT3-2	0.2	ES2	cutting_control	10
SUZ12-1	0.1	ES2	cutting_control	10
SUZ12-2	0.0	ES2	cutting_control	10
TXN-1	0.0	ES2	cutting_control	10
TXN-2	0.0	ES2	cutting_control	10
XBP-1	0.1	ES2	cutting_control	10
XBP-2	0.0	ES2	cutting_control	10
YAP1-1	0.0	ES2	cutting_control	10
YAP1-2	0.0	ES2	cutting_control	10
AKT1-1	0.25	ES2	cutting_control	100
AKT1-2	0.08	ES2	cutting_control	100
ARID1B-1	0.11	ES2	cutting_control	100
ARID1B-2	0.55	ES2	cutting_control	100
ATF4-1	0.01	ES2	cutting_control	100
ATF4-2	0.01	ES2	cutting_control	100
ATP50-1	0.12	ES2	cutting_control	100
ATP50-2	0.03	ES2	cutting_control	100
AURKB-2	0.01	ES2	cutting_control	100
BCL2-1	0.03	ES2	cutting_control	100
BCL2-2	0.31	ES2	cutting_control	100
BCL2L2-1	0.0	ES2	cutting_control	100
BCL2L2-2	0.12	ES2	cutting_control	100
BCL2L2-4	0.14	ES2	cutting_control	100
BRAF-2	0.0	ES2	cutting_control	100
BRAF1-1	0.0	ES2	cutting_control	100
BRCA1-1	0.07	ES2	cutting_control	100
BRCA1-2	0.09	ES2	cutting_control	100
BRD4-1	0.04	ES2	cutting_control	100
BRD4-2	0.0	ES2	cutting_control	100
CCND1-1	0.0	ES2	cutting_control	100
CCND1-2	0.0	ES2	cutting_control	100
CCNE1-1	0.06	ES2	cutting_control	100
CCNE1-2	0.01	ES2	cutting_control	100
CDK2-1	0.0	ES2	cutting_control	100
CDK2-2	0.0	ES2	cutting_control	100
CDK4-1	0.0	ES2	cutting_control	100
CDK4-2	0.0	ES2	cutting_control	100
CDK4-3	0.0	ES2	cutting_control	100
CHEK2-1	0.15	ES2	cutting_control	100
CHEK2-2	0.27	ES2	cutting_control	100
COX5B-1	0.35	ES2	cutting_control	100
COX5B-2	0.17	ES2	cutting_control	100
CSNK1A1-1	0.0	ES2	cutting_control	100
CSNK1A1-2	0.0	ES2	cutting_control	100
CTNNB1-1	0.0	ES2	cutting_control	100
CTNNB1-2	0.04	ES2	cutting_control	100
Chr2-1	0.03	ES2	cutting_control	100
Chr2-2	0.26	ES2	cutting_control	100
Chr2-3	0.06	ES2	cutting_control	100
Chr2-4	0.97	ES2	cutting_control	100
Chr2-5	0.56	ES2	cutting_control	100
Chr2-6	0.37	ES2	cutting_control	100
DOT1L-1	0.26	ES2	cutting_control	100
DOT1L-2	0.1	ES2	cutting_control	100
EGFR-1	0.14	ES2	cutting_control	100
EGFR-2	0.07	ES2	cutting_control	100
EGLN1-8	0.0	ES2	cutting_control	100
EGLN1-9	0.0	ES2	cutting_control	100
EMPTY	0.0	ES2	cutting_control	100
ERBB2-1	0.04	ES2	cutting_control	100
ERBB2-2	0.43	ES2	cutting_control	100
ERBB3-1	0.05	ES2	cutting_control	100
ERBB3-2	0.22	ES2	cutting_control	100
EZH2-1	0.01	ES2	cutting_control	100
EZH2-2	0.03	ES2	cutting_control	100
GLS-1	0.14	ES2	cutting_control	100
GLS-2	0.01	ES2	cutting_control	100
GPX4-1	0.0	ES2	cutting_control	100
GPX4-2	0.0	ES2	cutting_control	100
HIF1a-1	0.07	ES2	cutting_control	100
HIF1a-2	0.06	ES2	cutting_control	100
ITGAV-1	0.0	ES2	cutting_control	100
ITGAV-2	0.0	ES2	cutting_control	100
JAK3-1	0.02	ES2	cutting_control	100
JAK3-2	0.01	ES2	cutting_control	100
KIF11-1	0.0	ES2	cutting_control	100
KIF11-2	0.0	ES2	cutting_control	100
KRAS-1	0.13	ES2	cutting_control	100
KRAS-2A	0.27	ES2	cutting_control	100
KRAS-2B	0.06	ES2	cutting_control	100
LacZ-2	0.19	ES2	cutting_control	100
LacZ-3	0.08	ES2	cutting_control	100
Luc-1	0.1	ES2	cutting_control	100
Luc-2	0.03	ES2	cutting_control	100
MAPK1-1	0.0	ES2	cutting_control	100
MAPK1-2	0.0	ES2	cutting_control	100
MCL1-2	0.05	ES2	cutting_control	100
MCL1-5	0.03	ES2	cutting_control	100
MTOR-1	0.0	ES2	cutting_control	100
MTOR-2	0.0	ES2	cutting_control	100
MYC-1	0.0	ES2	cutting_control	100
MYC-2	0.0	ES2	cutting_control	100
ORC4-1	0.0	ES2	cutting_control	100
ORC4-2	0.27	ES2	cutting_control	100
PIK3CA-1	0.23	ES2	cutting_control	100
PIK3CA-2	0.06	ES2	cutting_control	100
POLR2D-1	0.0	ES2	cutting_control	100
POLR2D-2	0.0	ES2	cutting_control	100
PPIB-1	0.03	ES2	cutting_control	100
PPIB-2	0.0	ES2	cutting_control	100
PRDX1-1	0.37	ES2	cutting_control	100
